id,仅仅是个围观者 男/上海         ,1656,601,76
id,曹文玺,651,327,68
id,用户5604933790 男/其他         ,0,46,1
id,bbbb46542 男/其他         ,0,48,2
id,王曌玺 男/黑龙江         ,170,57,58
id,luckyQP9R 男/其他         ,6,16,28
id,北洋小火车 男/江苏         ,708,279,73
id,辛木王 男/广东         ,9104,188,90
id,Under_cat,91,215,8
id,LLFLLF小妖765 男/江苏         ,22,213,73
id,用户8569604825 男/北京         ,0,62,2
id,缚真真 女/上海         ,1096,180,93
id,Zmember 男/黑龙江         ,180,30,12
id,用户6114610018 男/其他         ,0,26,7
id,挪威的森林貓94,3602,457,148
id,用户5924241628 男/其他         ,0,63,4
id,思南说 女/海外         ,1511,457,892
id,无无无五五五武武武 男/海外         ,2,441,77
id,caporg,8038,740,1222
id,l9331961 男/广东         ,132,128,10
id,fosmjo 男/湖北         ,131,138,41
id,斯科特上尉 男/广东         ,13824,472,602
id,向阳盖世英雄 男/山东         ,491,1956,125
id,可能在日落,15,333,49
id,cyNote 男/其他         ,111,72,30
id,ldyboys 男/重庆         ,165,309,85
id,凌安酱,766,97,464
id,爱的梦境53655 男/其他         ,0,61,1
id,我只想睡个好觉zzz,719,290,103
id,用户8566747187 男/北京         ,0,61,2
id,Chy不是cy 男/河南         ,1017,368,181
id,JangOhCheol,342,1161,140
id,飞蝶TTT,73,74,200
id,esward1209 男/浙江         ,972,105,79
id,薛大松,3504,498,355
id,婊姐家的毛驼 男/北京         ,1,125,1
id,佳佳0072010 女/海外         ,6279,394,173
id,用户6388212009 男/北京         ,0,115,1
